Player,Shot_Number,Shot_Type,Start_Frame,End_Frame,Duration_Seconds,Max_Racket_Velocity_px_s,Avg_Racket_Velocity_px_s,Min_Hip_Knee_Angle_deg,Avg_Hip_Knee_Angle_deg,Min_Elbow_Angle_deg,Avg_Elbow_Angle_deg,Avg_Torso_Angle_deg,CoG_Horizontal_Movement_px,CoG_Vertical_Movement_px
Player_2,114,Forehand,3830,3831,0.03,91.39,45.69,172.74,173.22,9.62,9.96,170.5,0.19,3.66
Player_2,115,Forehand,3845,3848,0.1,891.31,438.0,170.24,174.64,22.84,31.77,167.26,2.87,4.67
Player_2,116,Forehand,3924,3927,0.1,726.44,412.11,175.65,175.92,49.61,61.08,168.25,1.34,2.6
Player_2,117,Forehand,3936,3943,0.23,1019.86,581.73,160.56,173.05,82.71,123.39,169.28,11.37,22.02
Player_2,118,Forehand,3979,3981,0.07,1437.91,601.27,151.34,158.18,90.08,96.67,176.25,12.15,10.52
Player_2,119,Forehand,4070,4072,0.07,730.53,339.06,164.28,173.95,103.72,109.48,178.23,2.12,2.0
Player_2,120,Forehand,4213,4215,0.07,871.92,391.74,174.68,175.86,48.07,51.43,179.53,0.93,0.27
Player_2,121,Forehand,4240,4241,0.03,346.39,173.2,172.86,172.89,52.97,54.07,177.22,0.53,0.95
Player_2,122,Forehand,4418,4422,0.13,1553.48,668.9,150.63,158.21,87.08,122.56,174.58,14.4,2.84
Player_2,123,Backhand,4427,4431,0.13,1820.26,704.47,164.03,170.51,157.86,166.16,171.28,9.8,37.53
Player_2,124,Backhand,4439,4443,0.13,2253.36,1269.77,160.26,164.53,147.84,162.55,172.5,7.04,8.93
Player_2,125,Backhand,4452,4457,0.17,758.19,443.6,165.91,168.75,148.46,151.86,174.25,1.97,11.76
Player_2,126,Backhand,4541,4542,0.03,466.5,233.25,168.04,172.71,148.2,152.34,153.44,6.13,12.57
Player_2,127,Backhand,4563,4576,0.43,2567.55,1121.86,153.8,164.49,61.27,90.56,170.99,97.65,39.65
Player_2,128,Forehand,4582,4588,0.2,2652.73,1074.1,155.63,157.14,38.85,54.19,160.83,21.12,30.5
Player_2,129,Forehand,4606,4609,0.1,715.27,354.27,178.27,178.98,128.87,133.47,174.99,3.38,8.97
Player_2,130,Backhand,4837,4838,0.03,344.4,172.2,137.51,152.21,170.13,172.68,179.3,5.3,3.44
Player_2,131,Backhand,4839,4841,0.07,1662.9,661.26,134.03,139.35,169.24,173.03,174.07,9.51,5.93
Player_2,132,Backhand,4845,4852,0.23,1953.08,901.03,142.86,149.33,167.98,170.28,177.22,12.86,6.44
